# s_x s_a s_y II_00 II_01 II_11 Psi
0.895205451 0 0 0 0 0 4.939987787
0.915760044 0 0 0 0 0 5.401883399
0.936515054 0 0 0 0 0 5.893556344
0.957472215 0 0 0 0 0 6.414000555
0.978633277 0 0 0 0 0 6.964115583
1 0 0 0 0 0 7.544485743
0 -0.6 0 0 0 0 0.08577630459
0 -0.5840007207 0 0 0 0 0.07087028858
0 -0.5682176479 0 0 0 0 0.05947029877
0 -0.5526507815 0 0 0 0 0.05062471316
0 -0.5373001216 0 0 0 0 0.04376311579
0 -0.5221656682 0 0 0 0 0.03829789668
0 -0.5072474213 0 0 0 0 0.03421653171
0 -0.4925453808 0 0 0 0 0.03101262312
0 -0.4780595469 0 0 0 0 0.02847793291
0 -0.4637899194 0 0 0 0 0.02641895194
0 -0.4497364984 0 0 0 0 0.02469747497
0 -0.4358992838 0 0 0 0 0.02335152688
0 -0.4222782758 0 0 0 0 0.02233681056
0 -0.4088734742 0 0 0 0 0.02159572382
0 -0.3956848791 0 0 0 0 0.02110319258
0 -0.3827124904 0 0 0 0 0.02083073642
0 -0.3699563083 0 0 0 0 0.02069911051
0 -0.3574163326 0 0 0 0 0.02053275908
0 -0.3450925634 0 0 0 0 0.02040593351
0 -0.3329850007 0 0 0 0 0.02032108979
0 -0.3210936444 0 0 0 0 0.02026449582
0 -0.3094184947 0 0 0 0 0.02089720819
0 -0.2979595514 0 0 0 0 0.02087415826
0 -0.2867168146 0 0 0 0 0.02084458266
0 -0.2756902842 0 0 0 0 0.02082292072
0 -0.2648799604 0 0 0 0 0.02088040053
0 -0.254285843 0 0 0 0 0.02091645192
0 -0.2439079321 0 0 0 0 0.0209524117
0 -0.2337462276 0 0 0 0 0.02097842072
0 -0.2238007297 0 0 0 0 0.02113591967
0 -0.2140714382 0 0 0 0 0.02120252269
0 -0.2045583532 0 0 0 0 0.02127893521
0 -0.1952614747 0 0 0 0 0.02136605178
0 -0.1861808027 0 0 0 0 0.02143372601
0 -0.1773163371 0 0 0 0 0.02147586135
0 -0.168668078 0 0 0 0 0.02150208569
0 -0.1602360254 0 0 0 0 0.02153093589
0 -0.1520201793 0 0 0 0 0.02154151357
0 -0.1440205396 0 0 0 0 0.02157122875
0 -0.1362371064 0 0 0 0 0.02160118102
0 -0.1286698797 0 0 0 0 0.02136169513
0 -0.1213188595 0 0 0 0 0.02139833182
0 -0.1141840458 0 0 0 0 0.02144359519
0 -0.1072654385 0 0 0 0 0.02149295027
0 -0.1005630377 0 0 0 0 0.021581309
0 -0.09407684339 0 0 0 0 0.02162890241
0 -0.08780685555 0 0 0 0 0.0216821045
0 -0.08175307419 0 0 0 0 0.02173660326
0 -0.0759154993 0 0 0 0 0.02179734739
0 -0.0702941309 0 0 0 0 0.02185764993
0 -0.06488896897 0 0 0 0 0.02191975302
0 -0.05970001351 0 0 0 0 0.02197718385
0 -0.05472726454 0 0 0 0 0.02203271591
0 -0.04997072204 0 0 0 0 0.02208360942
0 -0.04543038602 0 0 0 0 0.02213200164
0 -0.04110625647 0 0 0 0 0.02216745579
0 -0.03699833341 0 0 0 0 0.02220171916
0 -0.03310661682 0 0 0 0 0.02226080015
0 -0.02943110671 0 0 0 0 0.02228090782
0 -0.02597180307 0 0 0 0 0.0222983022
0 -0.02272870591 0 0 0 0 0.02233255341
0 -0.01970181523 0 0 0 0 0.02233487984
0 -0.01689113103 0 0 0 0 0.02240854267
0 -0.0142966533 0 0 0 0 0.02239799642
0 -0.01191838205 0 0 0 0 0.02238749002
0 -0.009756317283 0 0 0 0 0.02237805216
0 -0.007810458988 0 0 0 0 0.02236966238
0 -0.006080807171 0 0 0 0 0.02236231202
0 -0.004567361831 0 0 0 0 0.02235594029
0 -0.003270122967 0 0 0 0 0.02235052648
0 -0.002189090582 0 0 0 0 0.02234605691
0 -0.001324264673 0 0 0 0 0.02234252629
0 -0.0006756452412 0 0 0 0 0.02233992077
0 -0.0002432322868 0 0 0 0 0.02233820694
0 -2.702580965e-05 0 0 0 0 0.0223373573
0 2.702580965e-05 0 0 0 0 0.0223371457
0 0.0002432322868 0 0 0 0 0.02233630269
0 0.0006756452412 0 0 0 0 0.02233463296
0 0.001324264673 0 0 0 0 0.02233216638
0 0.002189090582 0 0 0 0 0.02232893866
0 0.003270122967 0 0 0 0 0.02232497518
0 0.004567361831 0 0 0 0 0.02232030862
0 0.006080807171 0 0 0 0 0.02231486705
0 0.007810458988 0 0 0 0 0.02219688204
0 0.009756317283 0 0 0 0 0.02217198558
0 0.01191838205 0 0 0 0 0.02214593213
0 0.0142966533 0 0 0 0 0.02211797956
0 0.01689113103 0 0 0 0 0.02208797521
0 0.01970181523 0 0 0 0 0.02205602975
0 0.02272870591 0 0 0 0 0.02202245519
0 0.02597180307 0 0 0 0 0.02198733149
0 0.02943110671 0 0 0 0 0.02195058848
0 0.03310661682 0 0 0 0 0.02191150726
0 0.03699833341 0 0 0 0 0.02186957812
0 0.04110625647 0 0 0 0 0.02182589969
0 0.04543038602 0 0 0 0 0.02178139233
0 0.04997072204 0 0 0 0 0.02173702981
0 0.05472726454 0 0 0 0 0.02168356576
0 0.05970001351 0 0 0 0 0.02163396951
0 0.06488896897 0 0 0 0 0.0215847725
0 0.0702941309 0 0 0 0 0.02151499399
0 0.0759154993 0 0 0 0 0.02146148663
0 0.08175307419 0 0 0 0 0.02140430862
0 0.08780685555 0 0 0 0 0.02134924627
0 0.09407684339 0 0 0 0 0.02129365489
0 0.1005630377 0 0 0 0 0.02123565
0 0.1072654385 0 0 0 0 0.02118697326
0 0.1141840458 0 0 0 0 0.02112895882
0 0.1213188595 0 0 0 0 0.0210673242
0 0.1286698797 0 0 0 0 0.02101026127
0 0.1362371064 0 0 0 0 0.02095196019
0 0.1440205396 0 0 0 0 0.02085953539
0 0.1520201793 0 0 0 0 0.0207959286
0 0.1602360254 0 0 0 0 0.02074576697
0 0.168668078 0 0 0 0 0.02072684311
0 0.1773163371 0 0 0 0 0.0207224186
0 0.1861808027 0 0 0 0 0.02080398878
0 0.1952614747 0 0 0 0 0.02081157396
0 0.2045583532 0 0 0 0 0.02084879539
0 0.2140714382 0 0 0 0 0.02094700544
0 0.2238007297 0 0 0 0 0.02101449982
0 0.2337462276 0 0 0 0 0.02100598106
0 0.2439079321 0 0 0 0 0.02096623723
0 0.254285843 0 0 0 0 0.02092725743
0 0.2648799604 0 0 0 0 0.02084884905
0 0.2756902842 0 0 0 0 0.02069385691
0 0.2867168146 0 0 0 0 0.02054048396
0 0.2979595514 0 0 0 0 0.02040325451
0 0.3094184947 0 0 0 0 0.02036007991
0 0.3210936444 0 0 0 0 0.02032968957
0 0.3329850007 0 0 0 0 0.02031522955
0 0.3450925634 0 0 0 0 0.02036558045
0 0.3574163326 0 0 0 0 0.02046433619
0 0.3699563083 0 0 0 0 0.02063474332
0 0.3827124904 0 0 0 0 0.02089641936
0 0.3956848791 0 0 0 0 0.0210963914
0 0.4088734742 0 0 0 0 0.02158137156
0 0.4222782758 0 0 0 0 0.02228714445
0 0.4358992838 0 0 0 0 0.02327053872
0 0.4497364984 0 0 0 0 0.02457091233
0 0.4637899194 0 0 0 0 0.02620209011
0 0.4780595469 0 0 0 0 0.0282129172
0 0.4925453808 0 0 0 0 0.03019747059
0 0.5072474213 0 0 0 0 0.03313758464
0 0.5221656682 0 0 0 0 0.0369482931
0 0.5373001216 0 0 0 0 0.04189194224
0 0.5526507815 0 0 0 0 0.04843518376
0 0.5682176479 0 0 0 0 0.05706345624
0 0.5840007207 0 0 0 0 0.06826642578
0 0.6 0 0 0 0 0.08323872035
0 0 -0.65 0 0 0 69.68377336
0 0 -0.6455014972 0 0 0 66.32793107
0 0 -0.6409510244 0 0 0 64.69428623
0 0 -0.6363480485 0 0 0 64.3012799
0 0 -0.6316920318 0 0 0 59.99894929
0 0 -0.6269824316 0 0 0 58.58786889
0 0 -0.6222187005 0 0 0 58.14877407
0 0 -0.6174002862 0 0 0 12.93551124
0 0 -0.6125266314 0 0 0 53.868923
0 0 -0.607597174 0 0 0 52.12889389
0 0 -0.6026113466 0 0 0 49.51447921
0 0 -0.597568577 0 0 0 35.40132381
0 0 -0.592468288 0 0 0 13.47161076
0 0 -0.587309897 0 0 0 32.39019578
0 0 -0.5820928164 0 0 0 40.55299187
0 0 -0.5768164534 0 0 0 38.46194552
0 0 -0.5714802101 0 0 0 36.24615668
0 0 -0.566083483 0 0 0 33.8666578
0 0 -0.5606256637 0 0 0 31.82605674
0 0 -0.555106138 0 0 0 29.48975443
0 0 -0.5495242868 0 0 0 27.36220587
0 0 -0.5438794851 0 0 0 25.09736931
0 0 -0.5381711027 0 0 0 22.56162256
0 0 -0.5323985038 0 0 0 16.98226837
0 0 -0.5265610471 0 0 0 15.73195909
0 0 -0.5206580857 0 0 0 14.48675966
0 0 -0.514688967 0 0 0 13.17558134
0 0 -0.5086530327 0 0 0 5.158436047
0 0 -0.5025496188 0 0 0 4.87159207
0 0 -0.4963780557 0 0 0 4.27824713
0 0 -0.4901376677 0 0 0 4.101318959
0 0 -0.4838277734 0 0 0 3.761870485
0 0 -0.4774476856 0 0 0 3.427150934
0 0 -0.4709967111 0 0 0 3.113136397
0 0 -0.4644741505 0 0 0 2.823696872
0 0 -0.4578792986 0 0 0 2.5178188
0 0 -0.4512114441 0 0 0 2.563722032
0 0 -0.4444698697 0 0 0 2.276079644
0 0 -0.4376538515 0 0 0 2.214911319
0 0 -0.43076266 0 0 0 1.899544456
0 0 -0.4237955589 0 0 0 1.711370395
0 0 -0.416751806 0 0 0 1.456887309
0 0 -0.4096306525 0 0 0 1.186283254
0 0 -0.4024313433 0 0 0 1.009484019
0 0 -0.395153117 0 0 0 0.8632666978
0 0 -0.3877952054 0 0 0 0.7159562128
0 0 -0.380356834 0 0 0 0.5888279228
0 0 -0.3728372218 0 0 0 0.4825336042
0 0 -0.3652355809 0 0 0 0.392700773
0 0 -0.3575511169 0 0 0 0.317906195
0 0 -0.3497830286 0 0 0 0.2549405512
0 0 -0.3419305082 0 0 0 0.2026638629
0 0 -0.3339927408 0 0 0 0.1578492506
0 0 -0.3259689049 0 0 0 0.1189233979
0 0 -0.3178581719 0 0 0 0.09170013681
0 0 -0.3096597062 0 0 0 0.07229861489
0 0 -0.3013726654 0 0 0 0.05975018517
0 0 -0.2929961999 0 0 0 0.05216538242
0 0 -0.2845294528 0 0 0 0.04643040053
0 0 -0.2759715604 0 0 0 0.04303023612
0 0 -0.2673216514 0 0 0 0.03967217479
0 0 -0.2585788475 0 0 0 0.03681327938
0 0 -0.249742263 0 0 0 0.03457958562
0 0 -0.2408110047 0 0 0 0.03412516763
0 0 -0.2317841721 0 0 0 0.03123887498
0 0 -0.2226608571 0 0 0 0.02968511562
0 0 -0.2134401442 0 0 0 0.02852030606
0 0 -0.2041211102 0 0 0 0.02744446459
0 0 -0.1947028243 0 0 0 0.02643099513
0 0 -0.185184348 0 0 0 0.02565928236
0 0 -0.175564735 0 0 0 0.02508067095
0 0 -0.1658430312 0 0 0 0.02463373125
0 0 -0.1560182747 0 0 0 0.02424843876
0 0 -0.1460894957 0 0 0 0.02365448047
0 0 -0.1360557161 0 0 0 0.02326685123
0 0 -0.1259159503 0 0 0 0.02296557236
0 0 -0.1156692042 0 0 0 0.02277093309
0 0 -0.1053144757 0 0 0 0.02263867065
0 0 -0.0948507544 0 0 0 0.02258737542
0 0 -0.0842770219 0 0 0 0.02257968189
0 0 -0.0735922511 0 0 0 0.02263888263
0 0 -0.0627954069 0 0 0 0.02247334803
0 0 -0.0518854454 0 0 0 0.02300777168
0 0 -0.0408613145 0 0 0 0.02214954742
0 0 -0.0297219534 0 0 0 0.02201683556
0 0 -0.0184662928 0 0 0 0.02217755699
0 0 -0.0070932545 0 0 0 0.0219631379
0 0 0.004398248 0 0 0 0.02257378197
0 0 0.016009311 0 0 0 0.02393350066
0 0 0.027741038 0 0 0 0.02657582626
0 0 0.039594543 0 0 0 0.02947265386
0 0 0.051570948 0 0 0 0.03323596859
0 0 0.063671384 0 0 0 0.03819288576
0 0 0.075896993 0 0 0 0.04452529411
0 0 0.088248923 0 0 0 0.05260942978
0 0 0.100728334 0 0 0 0.06060444019
0 0 0.113336393 0 0 0 0.07053832773
0 0 0.126074278 0 0 0 0.08242589389
0 0 0.138943177 0 0 0 0.09611193872
0 0 0.151944284 0 0 0 0.1110919331
0 0 0.165078808 0 0 0 0.129172375
0 0 0.178347962 0 0 0 0.152967355
0 0 0.191752973 0 0 0 0.1831525644
0 0 0.205295075 0 0 0 0.2205142983
0 0 0.218975514 0 0 0 0.265848191
0 0 0.232795543 0 0 0 0.3204178371
0 0 0.246756428 0 0 0 0.3838192791
0 0 0.260859443 0 0 0 0.4565150779
0 0 0.275105872 0 0 0 0.5378413713
0 0 0.289497012 0 0 0 0.6299411619
0 0 0.304034167 0 0 0 0.7322401218
0 0 0.318718652 0 0 0 0.8468094217
0 0 0.333551793 0 0 0 0.9753447957
0 0 0.348534926 0 0 0 1.114763864
0 0 0.363669398 0 0 0 1.273124984
0 0 0.378956567 0 0 0 1.450306578
0 0 0.394397799 0 0 0 1.642875525
0 0 0.409994474 0 0 0 1.854327024
0 0 0.425747982 0 0 0 2.083548303
0 0 0.441659721 0 0 0 2.332011134
0 0 0.457731104 0 0 0 2.601973902
0 0 0.473963553 0 0 0 2.894965512
0 0 0.4903585 0 0 0 3.211911575
0 0 0.506917391 0 0 0 3.552991512
0 0 0.523641681 0 0 0 3.918764627
0 0 0.540532836 0 0 0 4.309425063
0 0 0.557592336 0 0 0 4.725512374
0 0 0.574821669 0 0 0 5.169919856
0 0 0.592222337 0 0 0 5.633891414
0 0 0.609795853 0 0 0 6.125254553
0 0 0.627543741 0 0 0 6.64813933
0 0 0.645467538 0 0 0 7.199931364
0 0 0.663568791 0 0 0 7.779062586
0 0 0.681849061 0 0 0 8.388534594
0 0 0.70030992 0 0 0 9.029858296
0 0 0.718952951 0 0 0 9.704430246
0 0 0.737779752 0 0 0 10.4132721
0 0 0.75679193 0 0 0 11.15786534
0 0 0.775991105 0 0 0 11.93870755
0 0 0.795378912 0 0 0 12.75714477
0 0 0.814956996 0 0 0 13.61431565
0 0 0.834727015 0 0 0 14.51166726
0 0 0.854690639 0 0 0 15.41517102
0 0 0.874849552 0 0 0 16.39186232
0 0 0.895205451 0 0 0 17.40892939
0 0 0.915760044 0 0 0 18.48471922
0 0 0.936515054 0 0 0 19.6154579
0 0 0.957472215 0 0 0 20.76118422
0 0 0.978633277 0 0 0 21.97521267
0 0 1 0 0 0 23.22707168
0 0 0 -100 0 0 0.04401170708
0 0 0 -97.33345345 0 0 0.04242646346
0 0 0 -94.70294131 0 0 0.04116499984
0 0 0 -92.10846358 0 0 0.03994292893
0 0 0 -89.55002027 0 0 0.03870942053
0 0 0 -87.02761137 0 0 0.0375977264
0 0 0 -84.54123688 0 0 0.03659297733
0 0 0 -82.09089681 0 0 0.03565441176
0 0 0 -79.67659114 0 0 0.03435616886
0 0 0 -77.2983199 0 0 0.03352043626
0 0 0 -74.95608306 0 0 0.03277143026
0 0 0 -72.64988064 0 0 0.03207469433
0 0 0 -70.37971263 0 0 0.03165795522
0 0 0 -68.14557903 0 0 0.03101881407
0 0 0 -65.94747984 0 0 0.03038675175
0 0 0 -63.78541507 0 0 0.02963863523
0 0 0 -61.65938471 0 0 0.0291362068
0 0 0 -59.56938877 0 0 0.02865036244
0 0 0 -57.51542723 0 0 0.02818614901
0 0 0 -55.49750011 0 0 0.02775786311
0 0 0 -53.51560741 0 0 0.02733315337
0 0 0 -51.56974911 0 0 0.02693798918
0 0 0 -49.65992523 0 0 0.02659485579
0 0 0 -47.78613576 0 0 0.0262478502
0 0 0 -45.9483807 0 0 0.0259117155
0 0 0 -44.14666006 0 0 0.02560927159
0 0 0 -42.38097383 0 0 0.02534989343
0 0 0 -40.65132201 0 0 0.02510436079
0 0 0 -38.95770461 0 0 0.02492347072
0 0 0 -37.30012162 0 0 0.0247354222
0 0 0 -35.67857304 0 0 0.02454764643
0 0 0 -34.09305887 0 0 0.02438325626
0 0 0 -32.54357912 0 0 0.02416456897
0 0 0 -31.03013378 0 0 0.02402453875
0 0 0 -29.55272285 0 0 0.02390276016
0 0 0 -28.11134634 0 0 0.02394172202
0 0 0 -26.70600423 0 0 0.02382571219
0 0 0 -25.33669655 0 0 0.02367545597
0 0 0 -24.00342327 0 0 0.02353439125
0 0 0 -22.70618441 0 0 0.02340340902
0 0 0 -21.44497996 0 0 0.0232812366
0 0 0 -20.21980992 0 0 0.02316886104
0 0 0 -19.03067429 0 0 0.0230660505
0 0 0 -17.87757308 0 0 0.02297316094
0 0 0 -16.76050628 0 0 0.02288900565
0 0 0 -15.6794739 0 0 0.02283394559
0 0 0 -14.63447592 0 0 0.02276336178
0 0 0 -13.62551236 0 0 0.02269941161
0 0 0 -12.65258322 0 0 0.02264161445
0 0 0 -11.71568848 0 0 0.0225906773
0 0 0 -10.81482816 0 0 0.0225451488
0 0 0 -9.950002252 0 0 0.02250517793
0 0 0 -9.121210756 0 0 0.02247048925
0 0 0 -8.328453673 0 0 0.02244094342
0 0 0 -7.571731003 0 0 0.02241638873
0 0 0 -6.851042746 0 0 0.02239626812
0 0 0 -6.166388901 0 0 0.0223800671
0 0 0 -5.51776947 0 0 0.02236732487
0 0 0 -4.905184451 0 0 0.02235743924
0 0 0 -4.328633845 0 0 0.02234978638
0 0 0 -3.788117652 0 0 0.02234425744
0 0 0 -3.283635872 0 0 0.02234047348
0 0 0 -2.815188505 0 0 0.02233811152
0 0 0 -2.382775551 0 0 0.0223439105
0 0 0 -1.986397009 0 0 0.02234248998
0 0 0 -1.626052881 0 0 0.02234059106
0 0 0 -1.301743165 0 0 0.02233962953
0 0 0 -1.013467862 0 0 0.0223442497
0 0 0 -0.7612269718 0 0 0.02234179737
0 0 0 -0.5450204946 0 0 0.02234001076
0 0 0 -0.3648484303 0 0 0.02233881677
0 0 0 -0.2207107788 0 0 0.02233804627
0 0 0 -0.1126075402 0 0 0.02233759536
0 0 0 -0.04053871447 0 0 0.0223373602
0 0 0 -0.004504301608 0 0 0.0223372627
0 0 0 0.004504301608 0 0 0.02233724043
0 0 0 0.04053871447 0 0 0.02233715979
0 0 0 0.1126075402 0 0 0.02233703913
0 0 0 0.2207107788 0 0 0.02233696024
0 0 0 0.3648484303 0 0 0.02233704255
0 0 0 0.5450204946 0 0 0.02233744499
0 0 0 0.7612269718 0 0 0.02233836878
0 0 0 1.013467862 0 0 0.02234004362
0 0 0 1.301743165 0 0 0.02234273924
0 0 0 1.626052881 0 0 0.02227349122
0 0 0 1.986397009 0 0 0.02227718621
0 0 0 2.382775551 0 0 0.02228259802
0 0 0 2.815188505 0 0 0.02228179417
0 0 0 3.283635872 0 0 0.02228659825
0 0 0 3.788117652 0 0 0.02228777413
0 0 0 4.328633845 0 0 0.0222973695
0 0 0 4.905184451 0 0 0.02231082253
0 0 0 5.51776947 0 0 0.02232846425
0 0 0 6.166388901 0 0 0.02235030278
0 0 0 6.851042746 0 0 0.02237685061
0 0 0 7.571731003 0 0 0.02240883477
0 0 0 8.328453673 0 0 0.02244706976
0 0 0 9.121210756 0 0 0.02249244284
0 0 0 9.950002252 0 0 0.02254483542
0 0 0 10.81482816 0 0 0.02260543308
0 0 0 11.71568848 0 0 0.02267372052
0 0 0 12.65258322 0 0 0.02274915901
0 0 0 13.62551236 0 0 0.02283284061
0 0 0 14.63447592 0 0 0.02292513867
0 0 0 15.6794739 0 0 0.023023605
0 0 0 16.76050628 0 0 0.02313527891
0 0 0 17.87757308 0 0 0.02325569285
0 0 0 19.03067429 0 0 0.02339273968
0 0 0 20.21980992 0 0 0.02353910767
0 0 0 21.44497996 0 0 0.02376788548
0 0 0 22.70618441 0 0 0.02391377849
0 0 0 24.00342327 0 0 0.02407403031
0 0 0 25.33669655 0 0 0.02383294542
0 0 0 26.70600423 0 0 0.02395120564
0 0 0 28.11134634 0 0 0.02402083177
0 0 0 29.55272285 0 0 0.02415377072
0 0 0 31.03013378 0 0 0.02430262055
0 0 0 32.54357912 0 0 0.02451848827
0 0 0 34.09305887 0 0 0.02469021847
0 0 0 35.67857304 0 0 0.02488280294
0 0 0 37.30012162 0 0 0.02508951588
0 0 0 38.95770461 0 0 0.02530117608
0 0 0 40.65132201 0 0 0.02553517156
0 0 0 42.38097383 0 0 0.02578412524
0 0 0 44.14666006 0 0 0.02605279832
0 0 0 45.9483807 0 0 0.02632992075
0 0 0 47.78613576 0 0 0.02663781293
0 0 0 49.65992523 0 0 0.02698672871
0 0 0 51.56974911 0 0 0.02733210024
0 0 0 53.51560741 0 0 0.02772181109
0 0 0 55.49750011 0 0 0.02812850089
0 0 0 57.51542723 0 0 0.02856714038
0 0 0 59.56938877 0 0 0.02902218501
0 0 0 61.65938471 0 0 0.02951308282
